,Unnamed: 0,comment
752,752,Syg gda merek yg kak jerome kemarin cobain
753,753,Bukannya dulu ka tasyi pernah cobain coklat dubai buatan lokal y?😮
754,754,"Point yg aku dapet malah, klo mau nyoba yg fix, berarti beli yg nmor 9 wkwk
Jdi pgn nyoba don bakery sama yg nmor 9"
755,755,Ka tasyi cobain ayam renald🎉🎉
756,756,Battle mayonaise kak
757,757,LOVE YOU KA TASYIII ❤️❤️❤️
758,758,YANG DITUNGGU2 AKHIRNYAAA ❤❤❤🎉🎉🎉
759,759,Akhirnya ada battle baruuuu
760,760,kak tasyi please bikin video di jogja review olive chiken please
761,761,kakk tasyii coba bikin coklat dubai ala kak tasyi dongg
762,762,Cobain coklat Tempe dong ??? Mau nyoba tapi gk Tau enak apa enggak
763,763,Halo ak penonton setia nih hari Minggu ak mau masuk pondok semoga dapat uang jajan aminn
764,764,Nonton sambil nelen ludah aah kepengen 🤤🤤🤤
765,765,ka tasyi bikin resep dubai choco nya dong aku mau coba
766,766,"KA COBA REVIEW JUALANYA ISTRINYA ALDY FAiRUZ ,ANGBEEN KITCHEN"
767,767,"tapi coklat dubai ini emang bukan yg enak buat dimakan terus, jadi bosen dan eneg gitu, sampe akrg gw masih eneg ga pengen makan coklat dubai"
768,768,Kak battle kue lapis legit plisss
769,769,KANGENNN BATTLE BATTLEEE KAK TASYIII PLISS🩷🩷🩷🩷🩷🩷
770,770,Mau tau by chi keik itu ada onlinenya gak?
771,771,AAA AKHIRNYAA DON BAKESHOP DI REVIEWWW BNERAN NUNGGU BGT
772,772,Battle nugget ka tasyiiiii
773,773,Kak tasyi battle saos sambal dongg
774,774,gimana cara belinya by chi keik
775,775,Ka tasyii menurut aku subtitle nya perlu dicek 2x 3x lagi deh sblum di up soalnya beberapa ada salah pengejaan dan out of context
776,776,ngiler bgt huhuuu
777,777,pengen bgt cobainnnn chocolate dubai tapi mahall bgt🥲🥲🥲🥲
778,778,yukkk bisa yuk trending🎉🎉
779,779,ka tasyi sering2 battle makanan yaa aku suka bangetttttt bangetttttttttttttt ngetttttt❤❤❤❤❤ always nungguin vdeo baru ny🙏🏻🥺🥺🥺🥺
780,780,"padahal kak tasyi pernah nyobain yg no 1, dari studio coklat😂"
781,781,Saking seringnya liat org review don bakeshop sampe bisa nebak yg Don bakeshop yg mana cuma dari deskripsi kak tasyi😅
782,782,KA TASYI PLIS BATTLE BASRENG MENTAH. Tapi digoreng setengah mateng. Krn di tiktok banyak bgt. Menurut ka tasyi lebih worth it yg mana
783,783,Yuhuu.. gercepp 🎉
784,784,ada yang belum masuk dan itu enak bgt menurut aku. namanya TERVE . dia pabrik coklat di banduung
785,785,Pengen HnH tapi dompet tidak mengijinkan 😂
786,786,akhirnya kak tasyi upload battle lagi dan ga nyangka yang menang justru bukan dari yang dubai coklat aslinya😂
787,787,KAK COBAIN YG BECCAAA
788,788,Ekspresif sekali kak tasyi 😂😂😂😂 lucu
789,789,"Kak Tasyi tuh kalo ngejelasin rasa makanan tuh detaiiiiiiiil bangeeeet, jadi terasa ikut ngerasain"
790,790,Jarang konten battle sekalinya battle coklat Dubai fiks banyak yg excited 😂❤
791,791,Tim gak skip iklan di tengah video
792,792,"Akhirnya konten battle lagi, mana pas bgt lagi pengen nyoba coklat Dubai tapi ga tau yg worth it yg mana 😄"
793,793,Fyp
794,794,Viral
795,795,Tranding
796,796,Yey tasyi battle lagi
797,797,merk t1311 kak baru rilis enak pool
798,798,Wah keliatan enak banget coklat 👍🏻👍🏻
799,799,AKHIRNYA KONTEN YANG DI TUNGGU TUNGGUUU
800,800,ahhh seenng banget akhirnya video battle muncul lagii stelah ku tungguuu
801,801,Akhirnyaa setelah sekian lama ka tasyi baru battle lagi❤
802,802,Seruu bgttt! Pas bgtt lagi makan jugaa😂
803,803,Kak Tasyiiiii❤
804,804,ka cobain makanan dari Angebeen rishi ka penasaran
805,805,Kak tasyiiiii ❤
806,806,"Aku jg mau bikin si coklat Dubai pake tahini Krn kuliat klo yg bikin orang arab mereka selalu ngasih tahini
N pelopornya pun pake tahini"
807,807,Semangat kak Tasyi 💪
808,808,akhirnyaa yang ditunggu tunggu ❤❤
809,809,merk becca's jg lokal ka trs lebih enak menurut jerome drpd brand dubai asli tp kayanya becca's gak masuk review ka tasyi deh kalo diliat dari tumbnailnya
810,810,sukaa deh
811,811,❤
812,812,semogaa trending plisss
813,813,Finally akhirny😊😊
814,814,Kenapa cantik terus sih kak tasyi😂masyaallahtbrkallah
815,815,fav konten di channel ka Tasyiii! 💗
816,816,nujum ini apa ya guys😅
817,817,"kakk battle mie ayam dong, pengen tau mie ayam paling enak menurut kak tasyi apaa"
818,818,BATTLE KONTEN FAV AKUUUUUU❤
819,819,Waaaahh finally. Thankyouu kak tasyi❤
820,820,Jangan lupa follow tataazk
821,821,"Yang selalu ditunggu tunggu, absen tasyi❤❤"
822,822,"next battle roti tawar brand lokal 
dong kak wkwkwk"
823,823,Battle beginian pasti rame
824,824,yuhuuu
825,825,TIADA HARI TANPA NONTON KAK TASYI 🤩❤️🎈
826,826,yuhuuu
827,827,yuhuuu
828,828,Hadirrrr😂😂
829,829,gercep nihh
830,830,akhirnya yg ditunggu2🎉❤
831,831,First
832,832,Wuihh
833,833,First
834,834,AKHIRNYAAAA BATTLE YANG DI TUNGGU-TUNGGU
835,835,"pertamaaa, seneng bgt dpt notif battle❤❤❤❤"
