,Unnamed: 0,comment
749,749,Kk sama tambhin facial gk diluar??
750,750,Finally❤😊
751,751,NEXT BATTLE KEJU
752,752,"Liat kak tasyi ngejelasin makanannya, jdi bisa ngebayangin gmn rasanya. 🤤"
753,753,Food vlogger terbaik se indonesia ada TASYI. Bisa deskripsiin rasa sedetail itu sampe teknik2 masaknya dia tau omaygad 😂😭
754,754,Battle wafer dong kak
755,755,Battle keju kaakkk
756,756,Don bakeshop makin antri habis ini wkwkwk
757,757,"BATTLE PERKEJUAN KAAAAA, KEJU CHEDDAR KEJU SLICE KEJU MOZA, TULUNG BANGET AKU PENASARAN !"
758,758,Gak salah emang don bakeshop antrinta kaya orng gila wkwk. Congraatssss.
759,759,Battle batagor atau baso tahu udah belum yaaa
760,760,maaciiy banyak kaa tasyiii honest reviewnyaaa💓💗💖💘💞
761,761,anjir jastip don bakeshop 2x harga asli mahal bgtt
762,762,"Baru aja kemarin komen request battle coklat dubai, ehh udah ada aja videonya.. Makasih kak tasyi dan team sukses teruss buat kita semua 🙌🏻"
763,763,"Kk Tasyi Thankyouu! Btw brand Chi Keik itu punya adik ku, UMKM indonesia maju terussss🫶🫶🫶"
764,764,Duh aku pernah kerja di pipiltin cocoa.. halo mas irvan.. mbak tissa..
765,765,Battle ramen
766,766,"Sering sering kakaaa bikin video battle
Selalu excited kalo ada video battle kak tasyi...."
767,767,"Setelah berkali² rewatch video battle ka tasyi yang sebelumnya, akhirnya up battle lagi😂 
Cobain gorengan kocoknya atta aurel dong ka, warsun istrinya young lex keknya belum dicobain juga ya?"
768,768,Mba minta donggg 1
769,769,plissss banyakinn battle makanan lagi dong kak
770,770,Udh nungguin trs kak tasyi up YouTube akhirnya
771,771,No 10 siapa gengs?
772,772,"Kak bikin battle chili oil dong, beli random rasanya zonk 😢"
773,773,Syg gda merek yg kak jerome kemarin cobain
774,774,Bukannya dulu ka tasyi pernah cobain coklat dubai buatan lokal y?😮
775,775,"Point yg aku dapet malah, klo mau nyoba yg fix, berarti beli yg nmor 9 wkwk
Jdi pgn nyoba don bakery sama yg nmor 9"
776,776,Ka tasyi cobain ayam renald🎉🎉
777,777,Battle mayonaise kak
778,778,LOVE YOU KA TASYIII ❤️❤️❤️
779,779,YANG DITUNGGU2 AKHIRNYAAA ❤❤❤🎉🎉🎉
780,780,Akhirnya ada battle baruuuu
781,781,kak tasyi please bikin video di jogja review olive chiken please
782,782,kakk tasyii coba bikin coklat dubai ala kak tasyi dongg
783,783,Cobain coklat Tempe dong ??? Mau nyoba tapi gk Tau enak apa enggak
784,784,Halo ak penonton setia nih hari Minggu ak mau masuk pondok semoga dapat uang jajan aminn
785,785,Nonton sambil nelen ludah aah kepengen 🤤🤤🤤
786,786,ka tasyi bikin resep dubai choco nya dong aku mau coba
787,787,"KA COBA REVIEW JUALANYA ISTRINYA ALDY FAiRUZ ,ANGBEEN KITCHEN"
788,788,"tapi coklat dubai ini emang bukan yg enak buat dimakan terus, jadi bosen dan eneg gitu, sampe akrg gw masih eneg ga pengen makan coklat dubai"
789,789,Kak battle kue lapis legit plisss
790,790,KANGENNN BATTLE BATTLEEE KAK TASYIII PLISS🩷🩷🩷🩷🩷🩷
791,791,Mau tau by chi keik itu ada onlinenya gak?
792,792,AAA AKHIRNYAA DON BAKESHOP DI REVIEWWW BNERAN NUNGGU BGT
793,793,Battle nugget ka tasyiiiii
794,794,Kak tasyi battle saos sambal dongg
795,795,gimana cara belinya by chi keik
796,796,Ka tasyii menurut aku subtitle nya perlu dicek 2x 3x lagi deh sblum di up soalnya beberapa ada salah pengejaan dan out of context
797,797,ngiler bgt huhuuu
798,798,pengen bgt cobainnnn chocolate dubai tapi mahall bgt🥲🥲🥲🥲
799,799,yukkk bisa yuk trending🎉🎉
800,800,ka tasyi sering2 battle makanan yaa aku suka bangetttttt bangetttttttttttttt ngetttttt❤❤❤❤❤ always nungguin vdeo baru ny🙏🏻🥺🥺🥺🥺
801,801,"padahal kak tasyi pernah nyobain yg no 1, dari studio coklat😂"
802,802,Saking seringnya liat org review don bakeshop sampe bisa nebak yg Don bakeshop yg mana cuma dari deskripsi kak tasyi😅
803,803,KA TASYI PLIS BATTLE BASRENG MENTAH. Tapi digoreng setengah mateng. Krn di tiktok banyak bgt. Menurut ka tasyi lebih worth it yg mana
804,804,Yuhuu.. gercepp 🎉
805,805,ada yang belum masuk dan itu enak bgt menurut aku. namanya TERVE . dia pabrik coklat di banduung
806,806,Pengen HnH tapi dompet tidak mengijinkan 😂
807,807,akhirnya kak tasyi upload battle lagi dan ga nyangka yang menang justru bukan dari yang dubai coklat aslinya😂
808,808,KAK COBAIN YG BECCAAA
809,809,Ekspresif sekali kak tasyi 😂😂😂😂 lucu
810,810,"Kak Tasyi tuh kalo ngejelasin rasa makanan tuh detaiiiiiiiil bangeeeet, jadi terasa ikut ngerasain"
811,811,Jarang konten battle sekalinya battle coklat Dubai fiks banyak yg excited 😂❤
812,812,Tim gak skip iklan di tengah video
813,813,"Akhirnya konten battle lagi, mana pas bgt lagi pengen nyoba coklat Dubai tapi ga tau yg worth it yg mana 😄"
814,814,Fyp
815,815,Viral
816,816,Tranding
817,817,Yey tasyi battle lagi
818,818,merk t1311 kak baru rilis enak pool
819,819,Wah keliatan enak banget coklat 👍🏻👍🏻
820,820,AKHIRNYA KONTEN YANG DI TUNGGU TUNGGUUU
821,821,ahhh seenng banget akhirnya video battle muncul lagii stelah ku tungguuu
822,822,Akhirnyaa setelah sekian lama ka tasyi baru battle lagi❤
823,823,Seruu bgttt! Pas bgtt lagi makan jugaa😂
824,824,Kak Tasyiiiii❤
825,825,ka cobain makanan dari Angebeen rishi ka penasaran
826,826,Kak tasyiiiii ❤
827,827,"Aku jg mau bikin si coklat Dubai pake tahini Krn kuliat klo yg bikin orang arab mereka selalu ngasih tahini
N pelopornya pun pake tahini"
828,828,Semangat kak Tasyi 💪
829,829,akhirnyaa yang ditunggu tunggu ❤❤
830,830,merk becca's jg lokal ka trs lebih enak menurut jerome drpd brand dubai asli tp kayanya becca's gak masuk review ka tasyi deh kalo diliat dari tumbnailnya
831,831,sukaa deh
832,832,❤
833,833,semogaa trending plisss
834,834,Finally akhirny😊😊
835,835,Kenapa cantik terus sih kak tasyi😂masyaallahtbrkallah
836,836,fav konten di channel ka Tasyiii! 💗
837,837,nujum ini apa ya guys😅
838,838,"kakk battle mie ayam dong, pengen tau mie ayam paling enak menurut kak tasyi apaa"
839,839,BATTLE KONTEN FAV AKUUUUUU❤
840,840,Waaaahh finally. Thankyouu kak tasyi❤
841,841,Jangan lupa follow tataazk
842,842,"Yang selalu ditunggu tunggu, absen tasyi❤❤"
843,843,"next battle roti tawar brand lokal 
dong kak wkwkwk"
844,844,Battle beginian pasti rame
845,845,yuhuuu
846,846,TIADA HARI TANPA NONTON KAK TASYI 🤩❤️🎈
847,847,yuhuuu
848,848,yuhuuu
849,849,Hadirrrr😂😂
850,850,gercep nihh
851,851,akhirnya yg ditunggu2🎉❤
852,852,First
853,853,Wuihh
854,854,First
855,855,AKHIRNYAAAA BATTLE YANG DI TUNGGU-TUNGGU
856,856,"pertamaaa, seneng bgt dpt notif battle❤❤❤❤"
